TE | M_tot | aa | na | an | nn | S_tot | aa | na | an | nn | timestep 
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 859
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 4 | 0 | 0 | 860
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 4 | 0 | 0 | 861
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 862
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 863
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 864
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 865
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 866
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 867
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 868
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 869
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 870
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 871
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 872
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 873
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 874
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 875
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 876
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 877
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 878
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 879
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 880
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 881
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 882
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 883
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 884
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 885
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 886
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 887
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 888
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 889
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 890
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 891
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 892
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 893
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 894
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 895
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 896
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 897
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 898
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 899
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 900
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 901
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 902
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 903
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 904
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 905
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 906
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 907
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 908
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 909
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 910
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 911
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 912
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 913
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 914
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 915
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 916
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 917
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 918
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 919
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 920
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 921
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 922
-89.2 | 9 | 9 | 0 | 0 | 0 | 30 | 28 | 2 | 0 | 0 | 923
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 924
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 925
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 926
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 927
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 928
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 929
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 930
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 931
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 932
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 933
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 934
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 935
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 936
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 1 | 0 | 0 | 937
-89.2 | 9 | 9 | 0 | 0 | 0 | 30 | 28 | 2 | 0 | 0 | 938
-89.2 | 9 | 9 | 0 | 0 | 0 | 30 | 28 | 2 | 0 | 0 | 939
-89.2 | 9 | 9 | 0 | 0 | 0 | 30 | 28 | 2 | 0 | 0 | 940
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 941
-89.6 | 9 | 9 | 0 | 0 | 0 | 30 | 29 | 0 | 1 | 0 | 942
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 943
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 944
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 945
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 946
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 947
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 948
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 949
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 950
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 951
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 952
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 953
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 954
-90.8 | 12 | 12 | 0 | 0 | 0 | 24 | 23 | 0 | 1 | 0 | 955
-90.8 | 12 | 12 | 0 | 0 | 0 | 24 | 23 | 0 | 1 | 0 | 956
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 957
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 958
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 959
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 960
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 961
-90.4 | 12 | 12 | 0 | 0 | 0 | 24 | 22 | 0 | 2 | 0 | 962
-90.8 | 12 | 12 | 0 | 0 | 0 | 24 | 23 | 0 | 1 | 0 | 963
-90.8 | 12 | 12 | 0 | 0 | 0 | 24 | 23 | 0 | 1 | 0 | 964
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 965
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 0 | 1 | 0 | 966
-90.8 | 12 | 12 | 0 | 0 | 0 | 24 | 23 | 0 | 1 | 0 | 967
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 968
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 969
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 970
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 971
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 972
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 973
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 974
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 975
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 976
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 977
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 978
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 979
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 980
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 981
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 982
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 983
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 984
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 985
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 986
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 987
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 988
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 989
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 990
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 991
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 992
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 993
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 994
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 995
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 996
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 997
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 998
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 999
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 1000
